scooter_id,xcoordinate,ycoordinate,power_level
87,0.900958646,0.802356562,2
88,0.925047247,0.799269222,1
89,0.898323165,0.806814275,0
90,0.903777861,0.795492593,2
91,0.90995417,0.802093502,0
92,0.922240583,0.79715866,3
93,0.897412659,0.805567085,1
94,0.902416236,0.778280211,0
95,0.909644236,0.799624602,2
96,0.89827316,0.785457359,4
97,0.896585497,0.807070814,3
98,0.911545259,0.794818669,1
99,0.90610198,0.808559595,1
100,0.893095903,0.80807777,5
101,0.880728882,0.802448077,3
102,0.89857245,0.80230837,5
103,0.888879859,0.827117825,4
104,0.909425605,0.793215685,2
105,0.897262752,0.786115829,5
106,0.900800567,0.797765101,1
107,0.895491793,0.800181459,2
108,0.908734885,0.807231673,2
109,0.887593515,0.816806219,3
110,0.899616558,0.79774968,0
111,0.888950473,0.812645983,2
112,0.896136839,0.784478047,0
113,0.911852291,0.791072572,3
114,0.889923646,0.795219922,5
115,0.890205589,0.789086684,5
116,0.910711059,0.792532579,4
117,0.905706637,0.786027533,1
118,0.925830584,0.803235615,2
119,0.89640766,0.797311057,2
120,0.89571901,0.806528528,5
121,0.898165778,0.795482757,0
122,0.899622385,0.796883094,4
123,0.902690489,0.799318296,5
124,0.903029429,0.803833924,1
125,0.900425233,0.799289261,1
126,0.912665647,0.805447706,1
127,0.912994154,0.795508841,3
128,0.902353509,0.792601782,3
129,0.896400529,0.799967145,1
130,0.89012906,0.792222995,2
131,0.89557644,0.795660258,4
132,0.909056487,0.792717385,3
133,0.89679063,0.791148442,3
134,0.887158154,0.807623512,0
135,0.902572386,0.800867639,3
136,0.89218703,0.803663798,0
137,0.88617982,0.803503339,2
138,0.888317349,0.791732208,2
139,0.887401989,0.801641712,1
140,0.906167639,0.794888596,5
141,0.905230235,0.800653049,0
142,0.893396086,0.806412374,5
143,0.895264156,0.80167202,3
144,0.906050925,0.798896185,4
145,0.886902386,0.777678387,3
146,0.89659671,0.785112193,4
147,0.884166339,0.802155755,2
148,0.90609981,0.787540548,0
149,0.89868661,0.793834059,4
150,0.92069487,0.777036997,4
151,0.893970246,0.795033261,4
152,0.900582388,0.792662782,1
153,0.900375694,0.79210406,5
154,0.89129619,0.816330582,3
155,0.891326938,0.786059378,3
156,0.909518977,0.789826541,5
157,0.895398852,0.790647281,0
158,0.91487881,0.787690247,1
159,0.881196598,0.776193666,2
160,0.916397133,0.805635308,0
161,0.902589574,0.803216355,4
162,0.905148251,0.787319276,1
163,0.88197488,0.798000697,3
164,0.893595213,0.800185695,1
165,0.907501179,0.793585192,1
166,0.882507001,0.806269457,1
167,0.917883875,0.782232438,3
168,0.904576511,0.802325689,1
169,0.894895073,0.779075752,5
170,0.916367154,0.795908192,2
171,0.903009808,0.774184577,4
172,0.923028896,0.810462672,3
173,0.905030283,0.791615353,1
174,0.909797005,0.790289619,5
175,0.908118907,0.796510913,4
176,0.91447977,0.802375163,1
177,0.89134097,0.798196214,0
178,0.888952755,0.794587667,5
179,0.869599863,0.802190457,2
180,0.917994838,0.788531976,4
181,0.900082199,0.809233316,3
182,0.916067262,0.778545509,5
183,0.910786808,0.809350135,3
184,0.90399701,0.804343427,3
185,0.91558365,0.798154995,3
186,0.901331741,0.782430495,2
187,0.907156855,0.787331956,4
188,0.911665347,0.776140303,3
189,0.916748198,0.791504085,3
190,0.890272071,0.812881405,5
191,0.911990283,0.800239851,0
192,0.915181015,0.811257382,4
193,0.907278445,0.787785767,4
194,0.905101167,0.801877057,2
195,0.892025736,0.80617173,3
196,0.912223932,0.798749802,4
197,0.889818263,0.801584986,4
198,0.886479903,0.819937372,2
199,0.898963178,0.809980506,2
200,0.90030546,0.787404646,3
201,0.884538478,0.808195143,3
202,0.895758664,0.788320053,4
203,0.918212916,0.801233197,4
204,0.897130716,0.785452549,5
205,0.90280513,0.800293182,4
206,0.891931468,0.789540996,3
207,0.890918765,0.808346997,3
208,0.90230676,0.812527978,2
209,0.906473925,0.79595465,2
210,0.894960234,0.794332396,0
211,0.904316267,0.793965414,1
212,0.903312102,0.809913473,5
213,0.895873049,0.808690104,0
214,0.893869752,0.786980565,2
215,0.901345334,0.805829683,3
216,0.895012406,0.793875871,0
217,0.901724169,0.787773421,1
218,0.888901118,0.791122402,4
219,0.911643866,0.782545196,0
220,0.909004927,0.790534857,2
221,0.896466466,0.783062079,2
222,0.90220264,0.794706314,3
223,0.91361536,0.816962515,5
224,0.908458053,0.789464692,3
225,0.894764881,0.80046819,2
226,0.917262369,0.810553698,0
227,0.921064068,0.804008269,4
228,0.920171163,0.799857347,1
229,0.908859432,0.80631988,2
230,0.890261286,0.801435701,4
231,0.910772769,0.8034218,5
232,0.904100889,0.779271474,2
233,0.906811484,0.801764341,1
234,0.909771945,0.793470452,1
235,0.892163987,0.792586378,0
236,0.909483455,0.80904493,3
237,0.902440773,0.793593575,0
238,0.888818974,0.800118107,4
239,0.889094274,0.801833777,3
240,0.907120907,0.796295936,4
241,0.906824492,0.792046098,0
242,0.890832544,0.783131493,5
243,0.899384867,0.796527637,1
244,0.898879079,0.78811959,3
245,0.900388991,0.792949528,2
246,0.909806127,0.807529693,1
247,0.897231951,0.772994631,2
248,0.909619673,0.800316193,4
249,0.895401852,0.810333306,4
250,0.890607246,0.802152276,3
251,0.907674454,0.784240005,2
252,0.884462941,0.781952742,1
253,0.895403772,0.783440172,1
254,0.898553679,0.803511971,3
255,0.915344799,0.798951702,0
256,0.893955739,0.801611529,3
257,0.91805469,0.806828957,5
258,0.901199833,0.79382954,2
259,0.905801829,0.795279357,3
260,0.898697852,0.814492865,5
261,0.907247912,0.791626016,0
262,0.898305844,0.783762651,4
263,0.889020766,0.808091834,0
264,0.90830972,0.795667809,4
265,0.89386645,0.795472102,4
266,0.893864726,0.788069335,1
267,0.89484314,0.792625091,3
268,0.923853866,0.827001739,5
269,0.923350221,0.798353948,0
270,0.904056256,0.79164894,0
271,0.888737453,0.795423308,1
272,0.917911572,0.802482544,4
273,0.897489795,0.797625303,3
274,0.914088119,0.781901297,4
275,0.886250943,0.789245159,5
276,0.899359064,0.795273836,4
277,0.893342749,0.794252172,3
278,0.898685346,0.806664143,2
279,0.879059687,0.813603708,3
280,0.899071739,0.793202695,2
281,0.911916917,0.796916713,1
282,0.911553137,0.794975205,3
283,0.924405648,0.784169086,0
284,0.903703731,0.786305615,5
285,0.914299157,0.818522416,2
286,0.921711769,0.796273698,1
287,0.90827624,0.794411311,1
288,0.896246304,0.817489919,2
289,0.899164345,0.784743944,4
290,0.896581558,0.784803901,1
291,0.90057352,0.799395924,2
292,0.898993592,0.810502906,5
293,0.894284883,0.786037537,2
294,0.910394201,0.789887339,3
295,0.918446816,0.801964743,0
296,0.895600092,0.803048872,0
297,0.901775978,0.784427183,5
298,0.92698556,0.80971527,1
299,0.896874797,0.806017123,5
300,0.917033246,0.800334396,1
301,0.896315746,0.791014917,1
302,0.900227934,0.794057089,5
303,0.910276491,0.806285726,4
304,0.892392245,0.795194037,5
305,0.902116488,0.793520183,0
306,0.903974113,0.800318906,4
307,0.909154381,0.786533776,1
308,0.900079666,0.787173104,0
309,0.904273955,0.796557323,0
310,0.914681448,0.809287628,1
311,0.897590557,0.807764514,4
312,0.917959254,0.816703075,4
313,0.913876216,0.790799784,5
314,0.874896962,0.783914827,0
315,0.904181701,0.804120643,5
316,0.894837207,0.79519241,3
317,0.903803727,0.783991707,0
318,0.907411751,0.793019756,5
319,0.903326905,0.800396723,2
320,0.912260216,0.80331932,3
321,0.896524671,0.807037787,0
322,0.883632936,0.789852016,0
323,0.899414541,0.801073482,4
324,0.907705833,0.783131633,5
325,0.925561078,0.794872288,3
326,0.900328796,0.790167947,3
327,0.894196307,0.81558391,0
328,0.904347482,0.791790785,5
329,0.902334391,0.809484415,5
330,0.905600849,0.793305258,1
331,0.887321817,0.799707852,0
332,0.901028679,0.789058227,5
333,0.907516316,0.791289714,4
334,0.918850227,0.789079176,2
335,0.888339467,0.815499123,0
336,0.911028082,0.796801371,1
337,0.909202122,0.777879727,2
338,0.885132482,0.788253337,2
339,0.908174759,0.799537068,3
340,0.887837407,0.791474381,1
341,0.915933659,0.796184247,4
342,0.907353039,0.810624909,3
343,0.888952265,0.788526,5
344,0.905281905,0.806888058,2
345,0.897568466,0.794153953,1
346,0.905643142,0.808661924,3
347,0.907938986,0.802269799,5
348,0.910925565,0.780244429,1
349,0.897234787,0.800230193,3
350,0.88500175,0.802270876,5
351,0.909321823,0.799249261,1
352,0.887610825,0.805277198,1
353,0.902397628,0.795034648,4
354,0.907838312,0.805894972,5
355,0.913125911,0.815749555,0
356,0.895848425,0.768317981,1
357,0.892314036,0.800943124,4
358,0.90025848,0.809147095,1
359,0.896466367,0.793640992,5
360,0.903361524,0.800210472,0
361,0.895680831,0.801841126,2
362,0.894453599,0.791244487,5
363,0.919658856,0.790363501,1
364,0.897925013,0.787084191,3
365,0.885508742,0.790844405,4
366,0.923461458,0.792738841,5
367,0.882658425,0.81038313,1
368,0.89688259,0.786526888,4
369,0.889489524,0.785019571,0
370,0.908729303,0.789235864,1
371,0.874103727,0.791309285,5
372,0.908176429,0.774135251,3
373,0.885530954,0.794900974,2
374,0.891915428,0.805077757,4
375,0.914561031,0.798158084,4
376,0.882677482,0.823744582,5
377,0.906305816,0.774837095,4
378,0.886158159,0.795068802,2
379,0.921294987,0.813906198,5
380,0.899113432,0.786720741,4
381,0.909519711,0.795811696,1
382,0.894797827,0.817473584,0
383,0.904643557,0.807519819,5
384,0.893120288,0.787369062,1
385,0.913811297,0.796491738,5
386,0.912611826,0.78520791,5
387,0.90748102,0.804770825,3
388,0.909691324,0.813512657,2
389,0.896632866,0.78327885,3
390,0.896530027,0.809213969,0
391,0.909796843,0.808283148,0
392,0.917533457,0.796677684,4
393,0.882312429,0.807629945,3
394,0.895200627,0.805492747,0
395,0.898367539,0.803018729,2
396,0.8989176,0.784469707,0
397,0.884221592,0.808999997,3
398,0.902443422,0.791656238,2
399,0.908890889,0.804570674,0
400,0.907718534,0.810072158,5
401,0.89532317,0.798587252,4
402,0.896882964,0.788222333,3
403,0.889561788,0.780839005,4
404,0.869413373,0.797066905,5
405,0.898770915,0.789378245,3
406,0.89210662,0.794736842,2
407,0.903037432,0.806418012,5
408,0.917872431,0.80021124,0
409,0.89771841,0.797740082,0
410,0.911738867,0.806544017,3
411,0.912741523,0.810558492,1
412,0.892325247,0.798837434,5
413,0.891005974,0.807811564,4
414,0.901788474,0.788831253,0
415,0.901982011,0.770413316,0
416,0.913009628,0.805158944,3
417,0.887256915,0.808632679,5
418,0.89138811,0.790239076,1
419,0.900121918,0.805661224,4
420,0.909776019,0.818316571,4
421,0.904632916,0.809537848,2
422,0.886972579,0.807683084,1
423,0.884531906,0.812695285,2
424,0.90131354,0.811703078,0
425,0.894746692,0.784883293,0
426,0.884308448,0.790088977,2
427,0.925329642,0.817106238,1
428,0.889416822,0.804114759,2
429,0.909428391,0.816527358,4
430,0.905103461,0.789809892,5
431,0.922294077,0.785428742,0
432,0.88107127,0.798098131,4
433,0.903670695,0.779556706,3
434,0.907840845,0.796505071,2
435,0.891580737,0.787401608,2
436,0.882478897,0.803551761,3
437,0.912873262,0.80515725,1
438,0.902302917,0.791610392,3
439,0.906463715,0.810792383,2
440,0.909709116,0.783871706,1
441,0.892753925,0.798601974,4
442,0.905446555,0.79686871,5
443,0.883311103,0.772125167,0
444,0.900074838,0.797712833,3
445,0.905270146,0.793211118,3
446,0.889729341,0.800358334,4
447,0.904463581,0.792893011,3
448,0.914487805,0.791121983,5
449,0.921967042,0.782092364,5
450,0.895760737,0.802868361,0
451,0.888147737,0.810696702,4
452,0.903335381,0.802495704,0
453,0.897075798,0.800134635,0
454,0.894015671,0.794426333,1
455,0.88752565,0.798825565,0
456,0.901192989,0.806475295,4
457,0.886936732,0.818507693,3
458,0.885363347,0.802073499,5
459,0.881470937,0.802697647,0
460,0.904284409,0.787031029,1
461,0.893394379,0.78257568,0
462,0.905985967,0.790873578,1
463,0.89217638,0.796464668,0
464,0.896823529,0.785246273,3
465,0.896188519,0.819360179,5
466,0.908005044,0.7938447,0
467,0.891306648,0.783078815,0
468,0.898372827,0.801815542,3
469,0.887654391,0.799756081,0
470,0.897867484,0.796589048,0
471,0.889115068,0.782167445,0
472,0.90579689,0.791622331,4
473,0.88934584,0.803616023,3
474,0.912647684,0.787200553,1
475,0.903193957,0.798247854,4
476,0.908912391,0.79744221,2
477,0.884734211,0.802484461,0
478,0.903715306,0.784168663,3
479,0.905858075,0.79087507,3
480,0.901403347,0.796302506,0
481,0.883592418,0.805333213,3
482,0.907267774,0.798918741,5
483,0.895752469,0.81234796,4
484,0.892599894,0.783650273,1
485,0.890265082,0.796587086,3
486,0.907164405,0.793707343,5
487,0.901636487,0.784851056,4
488,0.897318673,0.803057427,5
489,0.922518604,0.803457745,3
490,0.88996056,0.803360803,3
491,0.901226346,0.816729638,3
492,0.902183721,0.802625358,1
493,0.903576662,0.799885485,1
494,0.897256753,0.81829965,4
495,0.902953377,0.80921334,3
496,0.889460602,0.805583239,1
497,0.89518628,0.797357417,0
498,0.898851605,0.804670562,4
499,0.898375713,0.80896705,3
500,0.8935259,0.808866532,0
501,0.89411266,0.796733595,1
502,0.900355291,0.777335046,2
503,0.898445593,0.799474934,1
504,0.888650218,0.804209817,1
505,0.920625,0.785568805,2
506,0.895694585,0.787957267,2
507,0.887042671,0.796361936,0
508,0.899766142,0.783851225,2
509,0.900330574,0.78132496,5
510,0.901171913,0.806235447,3
511,0.899827202,0.805693626,5
512,0.898012453,0.806275638,3
513,0.897822381,0.785335688,5
514,0.900102251,0.796614131,2
515,0.905780573,0.810924888,5
516,0.905928602,0.795751307,5
517,0.897891394,0.786019067,0
518,0.914491349,0.806701023,2
519,0.894944384,0.810229292,3
520,0.91224616,0.801074791,5
521,0.888395585,0.808637684,2
522,0.902262096,0.818769577,1
523,0.897681469,0.797296566,1
524,0.911835427,0.791107793,2
525,0.90628563,0.791085545,0
526,0.904626737,0.815793784,0
527,0.895198036,0.796711464,3
528,0.898747958,0.795043993,1
529,0.919194019,0.793885682,3
530,0.894693654,0.803445259,5
531,0.90533038,0.802965741,4
532,0.91025064,0.786728876,5
533,0.922263923,0.780741232,3
534,0.889017984,0.799182391,0
535,0.909125417,0.794766192,2
536,0.902255932,0.802234955,5
537,0.895774273,0.783101513,1
538,0.915993234,0.787336713,3
539,0.910454112,0.807237314,1
540,0.911606798,0.802168514,1
541,0.904370687,0.791432845,3
542,0.898103706,0.791233165,3
543,0.904976535,0.798568117,2
544,0.894080577,0.81252815,5
545,0.908331274,0.801010748,1
546,0.905193207,0.807217849,0
547,0.902379069,0.794904707,4
548,0.887879498,0.794763524,2
549,0.89585902,0.802736515,0
550,0.899187192,0.804539657,4
551,0.904636663,0.802654463,0
552,0.879607774,0.800033287,5
553,0.901452061,0.788160478,0
554,0.90005004,0.790540341,2
555,0.906718065,0.805911158,4
556,0.916713601,0.784136425,4
557,0.908466511,0.808985,3
558,0.901350431,0.783960617,5
559,0.910426946,0.792309999,2
560,0.894631626,0.790060691,3
561,0.91261762,0.789017902,3
562,0.889549483,0.793367288,3
563,0.899688235,0.80424824,0
564,0.884902887,0.80513459,4
565,0.904867623,0.803514379,2
566,0.897450605,0.790868391,1
567,0.915840431,0.802104525,4
568,0.903805792,0.795012622,1
569,0.911649186,0.797784362,1
570,0.898207364,0.806395255,5
571,0.911425757,0.799989953,1
572,0.886459313,0.808078743,4
573,0.897136857,0.822780083,3
574,0.909823545,0.798452838,1
575,0.915115623,0.781236522,2
576,0.886082907,0.785972878,1
577,0.896245352,0.80436008,5
578,0.908802025,0.780893495,1
579,0.904656952,0.786844041,4
580,0.893300934,0.799541678,3
581,0.892081022,0.799206368,4
582,0.91560875,0.788548567,2
583,0.893447238,0.824518084,5
584,0.878498457,0.790005848,1
585,0.910840152,0.798696417,2
586,0.894902774,0.790364042,3
587,0.91989706,0.802077475,2
588,0.918205394,0.787362227,0
589,0.900084139,0.794344124,4
590,0.910100477,0.804116998,0
591,0.903412479,0.795260684,5
592,0.888441847,0.802818281,3
593,0.907502916,0.80396811,4
594,0.92440821,0.805017448,1
595,0.901650771,0.773393822,2
596,0.882269999,0.791547785,0
597,0.912727586,0.792742303,4
598,0.905221036,0.800567046,0
599,0.886554584,0.795363368,4
600,0.892591882,0.798305544,5
601,0.91511222,0.795007824,1
602,0.891377785,0.799358869,0
603,0.909169806,0.806427316,2
604,0.888760154,0.818064385,2
605,0.898522002,0.782321431,1
606,0.889368915,0.786826797,5
607,0.917000918,0.795767145,4
608,0.896751235,0.781022247,3
609,0.909176742,0.808376709,1
610,0.896858585,0.817088269,5
611,0.887729445,0.798261516,4
612,0.900244038,0.803466178,0
613,0.901884573,0.802289212,2
614,0.902624283,0.792508691,5
615,0.899298837,0.787137246,4
616,0.91279122,0.815617678,1
617,0.906435125,0.809337948,2
618,0.906476027,0.804012897,2
619,0.891124305,0.789071862,4
620,0.893566079,0.778762299,5
621,0.894433914,0.797451236,4
622,0.89726478,0.777743878,2
623,0.899763978,0.789131577,5
624,0.903746582,0.812559444,2
625,0.894249827,0.802830905,0
626,0.895143202,0.801071265,3
627,0.914486047,0.799140808,2
628,0.902503662,0.797903038,2
629,0.896360758,0.796526161,0
630,0.904676015,0.779085882,1
631,0.898934486,0.803796934,1
632,0.907532318,0.812449622,0
633,0.885705125,0.809618403,3
634,0.898728659,0.807654182,0
635,0.899785198,0.802057548,5
636,0.90757951,0.787135767,3
637,0.913476395,0.802594146,4
638,0.915073036,0.795005157,3
639,0.89490558,0.79420277,5
640,0.911416019,0.782630432,2
641,0.90913642,0.814143514,1
642,0.896490764,0.809710192,3
643,0.921077595,0.792337381,3
644,0.889100217,0.79505771,0
645,0.915244465,0.793794346,3
646,0.896953921,0.803813038,2
647,0.887847035,0.801071095,3
648,0.902662667,0.811716663,1
649,0.888490373,0.789550821,0
650,0.907066089,0.79486955,4
651,0.914586688,0.791758119,1
652,0.90878518,0.791939294,5
653,0.884878628,0.803086972,4
654,0.904146673,0.792802334,4
655,0.901951466,0.797638629,5
656,0.921694701,0.7886823,3
657,0.906008302,0.794286019,4
658,0.90698261,0.799438463,5
659,0.906173656,0.791689021,1
660,0.900761727,0.793051178,0
661,0.902615693,0.782715544,4
662,0.902222597,0.794460292,3
663,0.917137883,0.796794147,3
664,0.886378514,0.794524739,0
665,0.902237425,0.80843749,0
666,0.907340719,0.786694681,3
667,0.915946405,0.809574333,1
668,0.906052911,0.796130547,0
669,0.89823605,0.806370189,4
670,0.911486811,0.792249051,1
671,0.89148057,0.802650187,3
672,0.903243612,0.808242021,0
673,0.891699203,0.812440648,0
674,0.921405974,0.795715438,2
675,0.903708207,0.812436851,4
676,0.923648951,0.7971734,5
677,0.901402,0.80484146,4
678,0.914815559,0.798700283,0
679,0.903849139,0.784422241,3
680,0.891771935,0.806712663,3
681,0.905506035,0.79668025,0
682,0.894410764,0.786291679,0
683,0.912750961,0.788368162,2
684,0.894629495,0.810333002,1
685,0.899360883,0.804552255,1
686,0.900203418,0.807006758,3
687,0.878421104,0.790137746,1
688,0.906175418,0.778152317,3
689,0.907525097,0.795922623,0
690,0.910471101,0.80620112,0
691,0.898016067,0.785600531,1
692,0.910127438,0.794947992,3
693,0.896062578,0.794009759,3
694,0.921834389,0.800174871,1
695,0.924130303,0.7962127,5
696,0.902712051,0.798883836,3
697,0.896043008,0.791062722,1
698,0.902376126,0.800888236,3
699,0.904015947,0.799732315,1
700,0.897557836,0.797598899,3
701,0.884600772,0.793411265,2
702,0.894130558,0.792806934,0
703,0.898783564,0.792439383,3
704,0.892071945,0.805924843,0
705,0.918859088,0.788747753,0
706,0.899875993,0.811621982,2
707,0.895751343,0.799236399,5
708,0.887127628,0.800805543,0
709,0.901312708,0.787409387,4
710,0.896759984,0.794504704,0
711,0.894086102,0.802028224,1
712,0.8893508,0.811592255,3
713,0.901587964,0.778148252,4
714,0.911369392,0.795157058,1
715,0.901273744,0.791669743,5
716,0.897625702,0.791989101,1
717,0.918856226,0.788589544,2
718,0.892669528,0.789958549,3
719,0.898387741,0.811987577,2
720,0.900945345,0.792485525,1
721,0.89690849,0.778368775,5
722,0.899775938,0.78686926,1
723,0.901701776,0.805878775,4
724,0.889608948,0.807228805,4
725,0.898753606,0.795717387,5
726,0.900922887,0.800506302,2
727,0.914380376,0.803199929,3
728,0.901553474,0.804400823,4
729,0.904111671,0.803304291,4
730,0.903884978,0.802908074,0
731,0.905199084,0.787956389,5
732,0.901350398,0.785156436,5
733,0.894097555,0.781841423,1
734,0.902237917,0.796301607,1
735,0.899766496,0.795472664,0
736,0.889583913,0.78328205,0
737,0.894273235,0.792957059,0
738,0.890228834,0.801553072,5
739,0.880366921,0.79758806,4
740,0.905486464,0.787241776,0
741,0.892699218,0.792806997,0
742,0.892968926,0.784280423,3
743,0.905680304,0.791367424,0
744,0.923549883,0.800605776,1
745,0.903714001,0.80272437,0
746,0.88320979,0.777600398,3
747,0.907849142,0.805663939,5
748,0.907004306,0.813669385,5
749,0.893293689,0.809714452,4
750,0.907882135,0.782972189,4
751,0.909793486,0.795697218,0
752,0.890510021,0.799585337,0
753,0.907510307,0.8115504,0
754,0.893277246,0.798169497,0
755,0.904885418,0.783951638,0
756,0.903045634,0.793633219,5
757,0.919998493,0.816849207,4
758,0.9160146,0.786977419,3
759,0.902621736,0.785909604,0
760,0.911327678,0.792856614,5
761,0.916044689,0.804558468,3
762,0.897152718,0.79853057,5
763,0.907326208,0.79953209,0
764,0.915658101,0.802712458,2
765,0.907152103,0.799934563,4
766,0.906579264,0.788038758,1
767,0.891100864,0.791960047,2
768,0.922486348,0.801003876,1
769,0.903653394,0.804868703,2
770,0.901281755,0.79666563,4
771,0.897298106,0.808289396,4
772,0.915161245,0.803977134,4
773,0.890155154,0.811749262,3
774,0.908040855,0.794385541,3
775,0.897095508,0.78052528,1
776,0.907676089,0.809290819,0
777,0.907386696,0.800785121,3
778,0.903535309,0.791936828,5
779,0.888885129,0.796404516,5
780,0.9028774,0.806045525,0
781,0.888592492,0.798440005,0
782,0.880381441,0.796064415,2
783,0.905733647,0.801890019,5
784,0.907182185,0.802954816,4
785,0.902589865,0.775559078,0
786,0.906479557,0.795603217,5
787,0.915038947,0.795703983,4
788,0.918704252,0.822956075,1
789,0.907850179,0.791927731,5
790,0.902612922,0.787012322,1
791,0.893806428,0.797359595,0
792,0.896824036,0.805032361,1
793,0.906922398,0.788707996,1
794,0.901108826,0.819611224,1
795,0.892080161,0.800426851,4
796,0.894201086,0.795102341,2
797,0.912204971,0.792156658,4
798,0.909191153,0.796950797,3
799,0.905153931,0.814212994,4
800,0.93753814,0.806016833,2
801,0.912523934,0.797266127,4
802,0.885651947,0.822854935,0
803,0.897883376,0.801349067,4
804,0.894039625,0.798270959,0
805,0.898637088,0.791301705,3
806,0.881184604,0.806619638,1
807,0.91564573,0.80096248,4
808,0.895698207,0.80286983,5
809,0.899362783,0.790305447,0
810,0.888506397,0.793107689,2
811,0.878150201,0.800147558,4
812,0.88298879,0.821821027,3
813,0.897167701,0.797058828,4
814,0.898291082,0.813824997,0
815,0.880860342,0.794804993,2
816,0.903953087,0.803701913,3
817,0.878239543,0.810227189,0
818,0.895970635,0.79336262,0
819,0.892440999,0.804952424,1
820,0.882585169,0.799429019,2
821,0.910328137,0.800065136,0
822,0.913774423,0.802527321,4
823,0.912269369,0.78461238,5
824,0.906297397,0.806972817,0
825,0.914529775,0.807078531,4
826,0.893162195,0.803671272,5
827,0.8952111,0.782141698,3
828,0.915285691,0.803080714,3
829,0.906095389,0.783605522,0
830,0.90273544,0.798092755,4
831,0.887388484,0.776815421,2
832,0.912188905,0.796278835,3
833,0.912484094,0.794913597,2
834,0.898197961,0.813840552,5
835,0.9107153,0.797488952,1
836,0.900095558,0.808655969,3
837,0.919676639,0.807033111,4
838,0.901701939,0.806416683,5
839,0.886482903,0.788202783,2
840,0.90063584,0.792634463,0
841,0.892414676,0.808075529,4
842,0.903835529,0.804198697,5
843,0.883469371,0.781914379,4
844,0.895863895,0.796183089,5
845,0.890613721,0.790545969,0
846,0.898947569,0.804016569,2
847,0.903716649,0.792794109,1
848,0.897079471,0.795065165,3
849,0.89277565,0.788458698,5
850,0.894562014,0.784404452,3
851,0.899015826,0.785802524,2
852,0.905025848,0.804386953,4
853,0.896469597,0.800690506,0
854,0.903112288,0.783638257,1
855,0.915091119,0.809521793,3
856,0.90355627,0.79645638,4
857,0.891117928,0.807522646,2
858,0.910645324,0.808435661,0
859,0.904888094,0.795206151,2
860,0.901506804,0.783047403,5
861,0.89363823,0.78408569,4
862,0.900416186,0.798365924,0
863,0.910285691,0.802204636,3
864,0.919335214,0.804352631,1
865,0.905441985,0.800393929,3
866,0.909712115,0.792566357,5
867,0.927815329,0.806012473,1
868,0.887438209,0.789858144,4
869,0.895464122,0.82078708,1
870,0.89915923,0.795777911,1
871,0.90168666,0.789717674,4
